column_name,dictionary_match,source_table,description,type,units,modality,missing_rate,non_missing_count,unique_count,available_in_d3,suspected_label,suspected_leakage,duplicated_measurement_family,recommended_use,exclusion_reason
ST105TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightParsOrbitalis,N,mm,mri_structural,0.659289,4341,462,False,False,False,ST105TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST106CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightParsTriangularis,N,mm3,mri_structural,0.659289,4341,2118,False,False,False,ST106CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST106SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightParsTriangularis,N,mm2,mri_structural,0.659289,4341,1064,False,False,False,ST106SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST106TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightParsTriangularis,N,mm,mri_structural,0.659289,4341,910,False,False,False,ST106TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST106TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightParsTriangularis,N,mm,mri_structural,0.659289,4341,403,False,False,False,ST106TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST107CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightPericalcarine,N,mm3,mri_structural,0.659289,4341,1516,False,False,False,ST107CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST107SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightPericalcarine,N,mm2,mri_structural,0.659289,4341,1055,False,False,False,ST107SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST107TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightPericalcarine,N,mm,mri_structural,0.659289,4341,675,False,False,False,ST107TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST107TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightPericalcarine,N,mm,mri_structural,0.659289,4341,415,False,False,False,ST107TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST108CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightPostcentral,N,mm3,mri_structural,0.659289,4341,2770,False,False,False,ST108CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST108SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightPostcentral,N,mm2,mri_structural,0.659289,4341,1723,False,False,False,ST108SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST108TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightPostcentral,N,mm,mri_structural,0.659289,4341,808,False,False,False,ST108TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST108TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightPostcentral,N,mm,mri_structural,0.659289,4341,381,False,False,False,ST108TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST109CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightPosteriorCingulate,N,mm3,mri_structural,0.659289,4341,1701,False,False,False,ST109CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST109SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightPosteriorCingulate,N,mm2,mri_structural,0.659289,4341,808,False,False,False,ST109SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST109TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightPosteriorCingulate,N,mm,mri_structural,0.659289,4341,1027,False,False,False,ST109TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST109TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightPosteriorCingulate,N,mm,mri_structural,0.659289,4341,454,False,False,False,ST109TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST10CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of Icv,N,mm3,mri_structural,0.659289,4341,2924,False,False,False,ST10CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST110CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightPrecentral,N,mm3,mri_structural,0.659289,4341,3131,False,False,False,ST110CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST110SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightPrecentral,N,mm2,mri_structural,0.659289,4341,1872,False,False,False,ST110SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST110TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightPrecentral,N,mm,mri_structural,0.659289,4341,1019,False,False,False,ST110TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST110TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightPrecentral,N,mm,mri_structural,0.659289,4341,321,False,False,False,ST110TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST111CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightPrecuneus,N,mm3,mri_structural,0.659289,4341,2888,False,False,False,ST111CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST111SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightPrecuneus,N,mm2,mri_structural,0.659289,4341,1728,False,False,False,ST111SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST111TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightPrecuneus,N,mm,mri_structural,0.659289,4341,976,False,False,False,ST111TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST111TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightPrecuneus,N,mm,mri_structural,0.659289,4341,336,False,False,False,ST111TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST112SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightPutamen,N,mm3,mri_structural,0.659289,4341,2299,False,False,False,ST112SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST113CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightRostralAnteriorCingulate,N,mm3,mri_structural,0.659289,4341,1613,False,False,False,ST113CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST113SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightRostralAnteriorCingulate,N,mm2,mri_structural,0.659289,4341,673,False,False,False,ST113SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST113TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightRostralAnteriorCingulate,N,mm,mri_structural,0.659289,4341,1245,False,False,False,ST113TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST113TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightRostralAnteriorCingulate,N,mm,mri_structural,0.659289,4341,702,False,False,False,ST113TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST114CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightRostralMiddleFrontal,N,mm3,mri_structural,0.659289,4341,3306,False,False,False,ST114CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST114SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightRostralMiddleFrontal,N,mm2,mri_structural,0.659289,4341,2277,False,False,False,ST114SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST114TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightRostralMiddleFrontal,N,mm,mri_structural,0.659289,4341,785,False,False,False,ST114TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST114TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightRostralMiddleFrontal,N,mm,mri_structural,0.659289,4341,313,False,False,False,ST114TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST115CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightSuperiorFrontal,N,mm3,mri_structural,0.659289,4341,3441,False,False,False,ST115CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST115SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightSuperiorFrontal,N,mm2,mri_structural,0.659289,4341,2397,False,False,False,ST115SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST115TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightSuperiorFrontal,N,mm,mri_structural,0.659289,4341,918,False,False,False,ST115TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST115TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightSuperiorFrontal,N,mm,mri_structural,0.659289,4341,302,False,False,False,ST115TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST116CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightSuperiorParietal,N,mm3,mri_structural,0.659289,4341,3153,False,False,False,ST116CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST116SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightSuperiorParietal,N,mm2,mri_structural,0.659289,4341,2036,False,False,False,ST116SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST116TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightSuperiorParietal,N,mm,mri_structural,0.659289,4341,898,False,False,False,ST116TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST116TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightSuperiorParietal,N,mm,mri_structural,0.659289,4341,387,False,False,False,ST116TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST117CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightSuperiorTemporal,N,mm3,mri_structural,0.659289,4341,2943,False,False,False,ST117CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST117SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightSuperiorTemporal,N,mm2,mri_structural,0.659289,4341,1433,False,False,False,ST117SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST117TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightSuperiorTemporal,N,mm,mri_structural,0.659289,4341,1045,False,False,False,ST117TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST117TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightSuperiorTemporal,N,mm,mri_structural,0.659289,4341,346,False,False,False,ST117TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST118CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightSupramarginal,N,mm3,mri_structural,0.659289,4341,2966,False,False,False,ST118CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST118SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightSupramarginal,N,mm2,mri_structural,0.659289,4341,1703,False,False,False,ST118SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST118TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightSupramarginal,N,mm,mri_structural,0.659289,4341,928,False,False,False,ST118TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST118TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightSupramarginal,N,mm,mri_structural,0.659289,4341,338,False,False,False,ST118TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST119CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightTemporalPole,N,mm3,mri_structural,0.659289,4341,1516,False,False,False,ST119CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST119SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightTemporalPole,N,mm2,mri_structural,0.659289,4341,415,False,False,False,ST119SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST119TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightTemporalPole,N,mm,mri_structural,0.659289,4341,1689,False,False,False,ST119TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST119TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightTemporalPole,N,mm,mri_structural,0.659289,4341,725,False,False,False,ST119TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST11SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of LeftAccumbensArea,N,mm3,mri_structural,0.659289,4341,651,False,False,False,ST11SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST120SV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (WM Parcellation) of RightThalamus,N,mm3,mri_structural,0.659289,4341,2223,False,False,False,ST120SV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST121CV_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Volume (Cortical Parcellation) of RightTransverseTemporal,N,mm3,mri_structural,0.659289,4341,751,False,False,False,ST121CV,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST121SA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Surface Area of RightTransverseTemporal,N,mm2,mri_structural,0.659289,4341,312,False,False,False,ST121SA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST121TA_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Average of RightTransverseTemporal,N,mm,mri_structural,0.659289,4341,1216,False,False,False,ST121TA,exclude_duplicate,A better-covered representative from the same measurement family was retained.
ST121TS_UCSFFSL_02_01_16_UCSFFSL51ALL_08_01_16,True,UCSFFSL,Cortical Thickness Standard Deviation of RightTransverseTemporal,N,mm,mri_structural,0.659289,4341,426,False,False,False,ST121TS,exclude_duplicate,A better-covered representative from the same measurement family was retained.
